"photonchargeMean";"arrivalTimeMean";"phChargeShower_mean";"phChargeShower_kurtosis";"phChargeShower_variance";"phChargeShower_skewness";"arrTimeShower_mean";"arrTimeShower_kurtosis";"arrTimeShower_variance";"arrTimeShower_skewness";"numPixelInShower";"Size";"Length";"Width";"numIslands";"Delta";"COGx";"COGy";"M3Long";"M3Trans";"M4Long";"M4Trans";"Disp";"Concentration_onePixel";"Concentration_twoPixel";"ConcCore";"concCOG";"Slope_long";"Slope_trans";"Timespread";"Timespread_weighted";"Alpha";"Distance";"CosDeltaAlpha";"Theta";"ID";"confidence(proton)";"confidence(gamma)";"prediction(label)"
0.8148398;56.76949;10.44415;0.6151728;19.64551;0.8585363;61.48331;-0.5275575;0.1709055;0.2124137;14.0;146.218;12.93554;7.479691;1.0;0.606578;131.8416;-42.72024;0.4438455;0.3739955;2.217029;1.909032;49.74379;0.1406828;0.2461224;0.3096677;0.1961693;0.007612023;0.009628189;0.3983691;0.3861869;0.9199297;138.5901;0.6058761;115.4463;2024.0;0.9057506073869799;0.09424939261302018;"proton"
1.198623;58.48692;13.95126;0.1395292;67.98268;0.9174186;61.66728;1.657334;0.3867703;-1.163328;43.0;599.904;18.06473;11.04683;1.0;1.183001;99.85762;-82.31352;0.1259783;0.08931021;2.44295;2.451108;45.81808;0.06176132;0.1114078;0.393089;0.159709;2.242064E-4;-0.008089761;0.6146346;0.5132829;-1.269203;129.4104;-0.2970419;149.5623;2025.0;0.9518549869835436;0.0481450130164563;"proton"
0.823298;57.85144;10.47585;-1.018475;22.57325;0.5305156;60.95065;7.285787;0.2585284;-2.068327;17.0;178.0895;17.46262;5.420829;1.0;-0.9134944;69.96945;39.62099;0.1761396;-0.1637213;2.193575;3.068121;81.32851;0.105581;0.2087034;0.2712091;0.2111167;0.01441633;0.02465808;0.4932756;0.3712663;-1.428736;80.40862;0.1415825;105.9628;2026.0;0.7925783012145519;0.20742169878544817;"proton"
0.9241537;59.11298;7.826531;-0.1357154;8.483298;0.8408231;61.29413;-0.4357534;2.638728;0.8216662;29.0;226.9694;20.93997;9.4855;1.0;-0.1225878;54.82998;-140.0868;0.2684445;-0.266769;2.267179;2.535043;64.51491;0.06460149;0.1259671;0.3038857;0.08764361;0.06289592;0.02642493;1.596163;1.499077;1.075138;150.4349;0.475611;132.5177;2027.0;0.9681582096593483;0.03184179034065164;"proton"
1.603168;59.00141;15.39841;-0.1375363;115.1846;1.011958;63.30181;1.055298;4.719744;1.152007;71.0;1093.287;31.48314;10.26912;1.0;-0.2686361;-13.77153;-74.25539;0.6296466;0.1585888;2.976611;2.752672;79.47051;0.04000919;0.07960314;0.4179723;0.08120506;0.05021616;-0.02452978;2.157144;1.646206;1.485538;75.52164;0.08515466;104.8662;2028.0;0.9411765414455973;0.05882345855440285;"proton"
0.837295;57.63367;9.280438;0.2881084;13.15043;0.6817538;61.93152;5.319253;1.014089;-2.298391;15.0;139.2066;15.01684;5.873993;1.0;-0.7490281;10.74039;92.03191;0.1934546;-0.3097904;2.055293;2.12982;71.80654;0.1263896;0.2210079;0.3708637;0.306089;0.01090401;0.0983333;0.9728735;0.7757338;0.9379455;92.65651;-0.5914459;147.0088;2029.0;0.8083911962036916;0.19160880379630846;"proton"
0.7392258;57.42574;7.977034;-1.045552;5.554627;-0.3861083;60.6012;4.609057;0.364809;2.051969;11.0;87.74737;9.833667;6.448668;1.0;-1.424472;-71.70885;17.01979;-0.06745192;0.1808589;2.477314;2.499343;40.59796;0.1301708;0.2489595;0.3378555;0.3378555;-0.04244541;-0.02304237;0.5758859;0.4937188;-1.191438;73.70096;-0.3703246;69.74183;2030.0;0.49412526391201356;0.5058747360879865;"gamma"
0.8166487;57.26072;12.08768;2.118159;49.51457;1.606779;61.09378;-0.3014583;0.751919;-0.5229385;13.0;157.1398;9.898612;6.737271;1.0;-1.363092;-10.01218;27.68877;-0.09929452;-0.2364739;2.320182;2.127796;37.66675;0.1828045;0.3398647;0.4826081;0.325548;0.04835494;0.06300813;0.8331141;0.7866265;-0.1392646;29.44336;-0.9903184;9.43921;2031.0;0.03480618127180143;0.9651938187281986;"gamma"
0.9215682;57.65766;8.035748;0.8676973;5.655475;0.8894707;60.44364;0.4469739;0.4032391;0.5729927;31.0;249.1082;19.79153;9.038246;1.0;0.6157432;87.24772;5.171591;-0.01338237;0.03639876;2.021592;2.190178;64.08004;0.0593219;0.1092482;0.2658551;0.1153553;0.02141923;-0.007968878;0.624685;0.615117;0.5565377;87.40086;0.8490891;145.7946;2032.0;0.9141667987060356;0.08583320129396434;"proton"
0.7881976;56.10544;7.051975;-0.1155152;2.204809;0.009791762;60.40476;1.264524;2.303722;0.8129273;14.0;98.72765;13.79871;7.926057;1.0;0.796222;2.03244;-136.0966;0.2067904;-0.3115841;1.66152;2.180421;50.19461;0.1004476;0.1866506;0.3275224;0.1759008;-0.04053658;0.101867;1.46259;1.398126;-0.789507;136.1118;-0.7041954;175.1233;2033.0;0.9110261514610365;0.08897384853896351;"proton"
0.9820358;58.04429;12.7791;2.818355;59.5242;1.492315;61.44224;4.628094;0.2876383;-1.207046;34.0;434.4893;24.33345;6.670966;1.0;-1.357572;-17.1917;71.10243;-0.3074366;-0.06137561;2.352734;2.545031;85.60699;0.08990208;0.1540658;0.3404595;0.1598427;0.001401996;-0.008688162;0.5283733;0.425284;-0.02400997;73.15128;-0.9997118;12.59978;2034.0;0.11119082417117192;0.888809175828828;"gamma"
1.055156;58.82299;12.08316;1.333983;52.76334;1.364032;61.63674;3.153997;0.3075345;0.5552821;33.0;398.7442;17.70708;9.110112;1.0;1.276918;-127.0214;-71.72035;-0.2366475;0.01648446;2.495264;2.541982;57.26107;0.0831984;0.15783;0.3394274;0.1821287;-0.004971984;0.0238439;0.5460909;0.4456238;0.7629105;145.8706;-0.7228278;111.7226;2035.0;0.9476367973181923;0.05236320268180771;"proton"
0.9895462;58.05882;10.89501;2.709751;30.17438;1.545495;61.11769;-1.155592;0.4516484;0.3634618;23.0;250.5851;18.04555;6.947395;1.0;-1.184545;-141.9289;-45.46268;0.06124422;0.4511755;2.082334;3.193801;72.53403;0.1090632;0.1967003;0.3484226;0.1517223;0.02973573;-7.890829E-4;0.6572758;0.5921626;-1.494538;149.0325;-0.07618426;170.6428;2036.0;0.9369058397349934;0.06309416026500662;"proton"
0.888065;57.94061;11.76919;2.628661;31.29546;1.407386;60.89635;1.409862;0.2121576;0.9117725;18.0;211.8455;16.32253;5.825986;1.0;1.524835;39.64178;73.41608;0.0213331;-0.2990075;2.264509;2.026756;75.84377;0.131017;0.2185363;0.2910928;0.2035735;-0.007469372;0.01890357;0.4476283;0.4345672;0.4491418;83.43495;0.9008201;36.23329;2037.0;0.6861332356283142;0.3138667643716858;"proton"
0.8419873;58.09871;7.202945;-0.3552369;4.734638;0.9262392;60.65584;-1.244066;1.207897;-0.3002733;19.0;136.856;14.38712;8.926211;1.0;-1.014817;-120.9977;-31.87398;-0.04661657;0.4342904;2.321607;2.632443;44.76641;0.08741228;0.1658312;0.3844577;0.1655658;-0.04231037;-0.02419739;1.069731;1.06644;-1.272392;125.1255;-0.2939955;119.8618;2038.0;0.9495446453589055;0.0504553546410945;"proton"
0.838136;56.95707;6.66519;-1.277018;1.745755;0.1301646;60.62361;-1.014303;0.8374724;0.7686449;16.0;106.643;19.76692;5.56132;1.0;0.0979542;50.18176;-107.3947;-0.04415431;-0.05980167;1.800055;1.84538;84.75819;0.08150755;0.1618231;0.3226624;0.1936656;0.03697823;8.430924E-4;0.8860758;0.8963191;1.231632;118.5404;0.3326988;167.0964;2039.0;0.9202742947578496;0.07972570524215039;"proton"
0.9287355;57.64767;10.72368;1.579162;21.61263;0.9876935;60.61731;3.570829;0.2747133;1.640853;23.0;246.6446;14.49128;8.178429;1.0;1.062619;89.21564;-48.67234;-0.1461685;0.02695382;2.132553;2.059982;51.3783;0.09670242;0.172479;0.432719;0.20732;-0.01696841;-0.0184801;0.5126103;0.4182105;1.562045;101.6289;0.008750948;114.2784;2040.0;0.9164481513336276;0.08355184866637237;"proton"
0.8349502;56.08352;7.28521;0.3363115;4.990806;1.19609;60.1342;5.958656;2.923539;-2.058567;12.0;87.42252;8.482713;7.605675;1.0;-1.243534;87.78902;100.0296;0.2832985;-0.163988;1.960513;2.272642;12.19396;0.13714;0.2605244;0.3199548;0.3199548;-0.002384749;-0.1043304;1.637043;1.446759;1.047581;133.0895;-0.4996681;139.5827;2041.0;0.9217285839911175;0.0782714160088825;"proton"
0.9584297;57.90263;8.575096;0.9860343;9.421233;1.061089;63.29701;-0.8524984;5.718827;-0.03707636;22.0;188.6521;19.30907;6.607307;1.0;-0.8938841;107.3532;64.55212;-0.01072126;0.2742247;2.182758;2.357052;77.58251;0.08803303;0.1639804;0.3150729;0.197446;0.1088663;-0.006101997;2.336425;2.208461;-1.435264;125.2664;0.1351183;156.0033;2042.0;0.9335551807596556;0.0664448192403443;"proton"
0.8377485;57.51114;10.17778;-0.8360291;13.79766;0.3734761;61.32429;6.926448;0.8649222;-2.475543;11.0;111.9556;10.43724;5.60645;1.0;-1.565153;-45.18561;112.5367;-0.2107985;0.01424751;2.158567;2.768184;54.58758;0.1510985;0.2749833;0.5092905;0.3854056;-0.01177098;0.1137978;0.8867316;0.7101578;-0.3761715;121.2693;-0.9300779;73.29522;2043.0;0.8812208092650953;0.11877919073490478;"proton"
0.7851346;56.9855;7.581306;0.2095512;1.729437;0.9994498;60.26593;1.864897;0.2445025;-0.848533;12.0;90.97568;11.56347;7.583714;1.0;0.5602112;-126.6684;-65.07887;-0.2987996;0.002990049;2.052243;2.111972;40.59099;0.1136419;0.2143095;0.4155781;0.2622813;0.02985419;0.01843512;0.4734209;0.4365731;0.08560558;142.4084;-0.9963381;102.0251;2044.0;0.8352280869622996;0.16477191303770042;"proton"
0.9080265;56.79309;10.26069;-0.8295657;28.32289;0.8496137;61.87162;0.3382465;0.2698058;0.4496196;25.0;256.5171;20.53622;6.258673;1.0;-1.136258;-122.0079;-74.21151;-0.04967812;0.3405924;2.276625;3.443821;81.99629;0.07938868;0.1583605;0.4570611;0.1692938;0.00110659;0.003597166;0.5089338;0.4696365;1.45887;142.805;0.1116928;172.4308;2045.0;0.9305651835704662;0.06943481642953374;"proton"
1.103811;57.01341;12.16961;3.757229;87.98815;1.963088;65.5956;2.857955;5.923175;-1.914375;35.0;425.9363;29.98939;11.42892;2.0;-0.09217246;27.78975;-141.6644;-2.360776;-0.3641435;8.428266;2.665205;72.9932;0.104154;0.1852527;0.5601438;0.2261755;0.05190471;0.02699807;2.398738;1.918517;1.284917;144.3644;0.2820007;179.1991;2046.0;0.9007512933229177;0.09924870667708235;"proton"
1.452256;58.69251;15.37692;-0.1182424;106.2985;0.9955238;62.35531;1.819819;0.6375605;0.8263748;59.0;907.2381;24.59499;11.01731;1.0;-0.1075902;-56.88791;-37.10601;0.6213888;-0.09822057;2.726621;2.733285;65.10884;0.04434309;0.08815797;0.3425739;0.08301721;0.0180043;-0.002534048;0.7916782;0.614959;-0.6855563;67.91973;-0.774067;125.2931;2047.0;0.9460961391157069;0.053903860884293144;"proton"
0.786516;57.30472;8.496312;1.436416;19.42724;1.556862;60.43402;19.66381;24.81699;-4.418439;20.0;169.9262;16.82712;6.634543;1.0;-1.568091;0.1192348;62.93035;-0.126679;3.485391E-4;1.969463;3.153229;71.43899;0.1142865;0.2194657;0.2707017;0.2078055;-0.0164607;-0.2663666;4.855527;3.798995;0.004599536;62.93047;-0.9999894;8.514112;2048.0;0.11804751664878962;0.8819524833512103;"gamma"
0.8215475;57.64284;8.28195;0.7076345;6.903916;1.252649;61.64835;1.018154;0.593836;-1.245564;12.0;99.38339;11.94655;6.827155;1.0;-0.1374927;94.30708;-38.72374;0.2368584;-0.3064327;2.215574;1.887818;50.54026;0.1374655;0.2679268;0.2148977;0.2148977;-0.02681162;-0.03182447;0.7378005;0.7072479;0.2521294;101.9478;0.9683834;54.48432;2049.0;0.7520816458025391;0.24791835419746092;"proton"
0.8298721;57.3805;6.442671;-1.102637;1.85128;0.5489296;63.0038;-0.9170773;2.956862;-0.4434149;11.0;70.86938;12.27308;6.154369;1.0;-0.5274788;110.1889;-63.53673;0.046979;-0.1715825;2.000105;2.657437;58.79868;0.1211138;0.241772;0.3788862;0.2742284;0.0259833;0.03965441;1.639529;1.612547;-0.004430639;127.1948;0.9999902;68.39716;2050.0;0.6068786926309968;0.39312130736900325;"proton"
0.8806872;57.51211;9.284537;-0.7622927;12.17623;0.5116071;61.04184;3.80484;0.2213428;1.617806;23.0;213.5444;16.1246;7.785427;1.0;0.896987;31.99832;-29.20934;-0.03641914;0.106475;1.985924;2.101997;60.99512;0.07528629;0.1473223;0.3301334;0.1524812;-0.008554058;0.01248201;0.4601296;0.4013735;-1.504742;43.32526;-0.06600644;72.44737;2051.0;0.90388644896702;0.09611355103297997;"proton"
0.954791;58.13239;7.582328;-0.2211031;3.591583;0.4494411;62.38039;-1.806443;5.008619;-0.06353223;13.0;98.57027;21.6186;6.784501;2.0;0.5324443;81.32372;-8.022389;-0.03734058;-0.03244872;1.395405;2.33585;80.92723;0.1141588;0.2189221;0.2202117;0.1880949;-0.09885594;-0.02701134;2.150196;2.205762;0.6307738;81.71846;0.8075714;154.6236;2052.0;0.9428638252506819;0.05713617474931804;"proton"
0.8203423;57.37467;7.875049;-0.6224657;4.000376;0.04778329;61.48056;-0.3525494;0.898436;-0.606786;16.0;126.0008;12.58148;9.451253;1.0;-0.8020371;102.5793;-7.729095;-0.2907311;0.5313991;2.104757;2.799777;29.34305;0.0924289;0.175442;0.3031322;0.223562;-0.01245299;-0.05357292;0.9177602;0.9616175;-0.7268317;102.8701;0.7472835;126.3118;2053.0;0.9328394096772554;0.06716059032274463;"proton"
0.9105303;57.88448;8.723728;0.07988571;16.56835;0.9855483;61.77675;-0.7277794;2.330577;0.3739097;21.0;183.1983;24.02062;5.259411;1.0;-1.11612;48.45528;-76.93937;0.4557871;0.07772284;2.27727;2.24557;92.11657;0.09962994;0.1889621;0.3934755;0.1300608;0.05366837;-0.01602046;1.489831;1.341691;-0.1073562;90.92624;0.9942429;9.892342;2054.0;0.23749200050654592;0.762507999493454;"gamma"
1.00048;57.44202;10.2335;0.9472634;27.65773;1.354948;61.74166;-0.04266659;1.546912;0.989364;35.0;358.1725;29.98894;6.650212;1.0;-0.8890218;-61.93782;47.09413;-0.529443;0.04724558;2.256517;2.422025;91.78615;0.06739111;0.1296278;0.3363246;0.1219383;-0.03609041;0.007397962;1.225853;1.128337;-0.2389324;77.80842;-0.9715912;24.51843;2055.0;0.6619856214788602;0.3380143785211397;"proton"
0.9060606;57.92022;8.797835;-0.8774936;4.585643;0.3209795;62.37003;-0.8730976;2.356578;0.1637217;23.0;202.3502;17.72804;9.025814;1.0;0.4443898;22.54357;-125.9343;-0.3822898;-0.01656759;1.909711;2.006932;57.89361;0.06247009;0.1239829;0.2966058;0.1092753;-0.07600828;-0.006673113;1.501372;1.463185;-1.303541;127.9362;-0.2640853;125.7273;2056.0;0.9563482308346761;0.04365176916532389;"proton"
1.099742;59.72921;9.112131;0.1042757;12.57369;0.7601062;64.15781;-1.208661;10.37233;0.1091118;34.0;309.8124;26.56535;7.19575;1.0;-1.29948;82.79068;3.761443;0.1265293;0.03835455;1.949401;2.258616;85.99361;0.058822;0.1144137;0.3958632;0.1337758;-0.1053492;-0.0506943;3.172895;2.974336;-1.344882;82.87608;0.2239975;105.2168;2057.0;0.9780122323158316;0.021987767684168425;"proton"
0.8056592;56.42683;7.5641;0.4545739;5.064956;0.9495908;60.79154;0.07527981;0.3336509;-0.02247272;18.0;136.1538;14.47905;8.451915;1.0;1.507939;26.70132;-93.35102;-0.1348892;0.2702514;1.8777;2.241423;49.0944;0.0955987;0.1755187;0.261144;0.173444;0.01075051;-0.01494498;0.5613508;0.5286054;-0.3414501;97.09466;-0.9422701;53.42658;2058.0;0.8431841970615835;0.1568158029384165;"proton"
0.8860491;56.99873;6.891191;-0.04749064;4.215375;0.8020064;62.3527;-0.7956618;3.391566;0.337622;13.0;89.58549;21.5146;5.133961;2.0;0.8242723;80.42602;27.43382;0.1789705;-0.3713418;1.696966;2.005405;89.79635;0.1259459;0.2309459;0.3234234;0.1229054;0.07366303;-0.005040614;1.769372;1.716815;0.4955425;84.97622;0.8797109;43.11588;2059.0;0.8810310977902227;0.11896890220977718;"proton"
0.8695917;57.41418;9.437567;-0.7795314;11.09367;0.496474;60.95439;-0.7483464;0.293933;0.2297761;22.0;207.6265;16.5453;8.133342;1.0;1.076586;9.239621;-62.71834;0.1878552;-0.2349602;2.261847;2.264626;59.96305;0.07794719;0.1511035;0.3829043;0.1281304;-8.441846E-4;-0.01558331;0.5296908;0.5400127;-0.640477;63.39528;-0.8018108;117.0918;2060.0;0.8972856475295781;0.10271435247042192;"proton"
0.9012099;57.97681;8.097293;2.064937;8.967497;1.466632;63.2471;-1.307077;2.454972;0.05739447;27.0;218.6269;22.10946;8.172704;1.0;0.8007195;99.56011;7.841237;0.1194288;0.09102584;1.90943;2.031304;74.34379;0.07652623;0.1444327;0.2552997;0.1395967;0.0566757;0.00590193;1.537546;1.467561;0.7221229;99.86841;0.7504042;66.01365;2061.0;0.9255323075784687;0.07446769242153124;"proton"
1.159526;57.47236;17.14203;0.5144307;178.9201;1.238313;62.44234;1.140566;0.397706;1.343332;40.0;685.6814;23.43522;6.993221;1.0;-1.493619;-4.376151;75.53871;-0.3377382;-0.2053848;2.517417;3.076814;82.74594;0.07624884;0.1465536;0.4215462;0.1549518;-0.01402669;0.004251812;0.6227065;0.5127406;0.01930993;75.66536;-0.9998136;7.24355;2062.0;0.09987699991695957;0.9001230000830405;"gamma"
0.9482543;59.00504;8.391345;9.67532;13.84939;2.815427;61.17397;-0.1570026;1.310767;0.83279;26.0;218.175;24.87822;7.902091;1.0;0.3384396;92.39688;32.7917;-0.4440372;-0.1918968;2.080936;2.771437;80.47862;0.1056126;0.1767763;0.2920069;0.1058346;-0.0328216;-0.005931415;1.122655;1.061046;-0.002594224;98.04325;0.9999966;178.5217;2063.0;0.6770352450094806;0.3229647549905193;"proton"
1.077123;59.64916;9.840799;0.7546029;26.60031;1.201311;61.50576;1.844392;1.768743;1.252589;35.0;344.4279;25.47242;8.10443;1.0;-1.219664;-19.97821;-43.182;-0.4877646;-0.4726298;2.528604;3.174899;80.41563;0.06857484;0.1331838;0.3773257;0.1541323;0.02668441;-0.007062615;1.310804;1.118982;0.7844568;47.57955;0.7077721;118.9393;2064.0;0.9126330003848655;0.08736699961513447;"proton"
0.8638011;56.01744;9.974344;-0.1952211;24.49838;0.9648959;60.63;-0.36705;0.2639413;0.3718635;18.0;179.5382;13.75191;7.543989;1.0;-0.8056192;80.47972;-32.61129;0.1961644;-0.3796861;2.176565;2.825883;53.24074;0.1125509;0.222944;0.4473714;0.2214043;-0.01208194;-0.005595219;0.4992774;0.4285483;-0.4206285;86.83595;0.9128325;43.98438;2065.0;0.7725971658167176;0.22740283418328247;"proton"
0.8557869;56.65138;8.807798;-0.7250115;12.54314;0.6704006;60.90385;3.206325;0.6325795;-0.929985;21.0;184.9638;13.41723;9.53455;1.0;-0.1909026;103.4706;-28.50902;-0.03064746;0.08373935;2.423147;2.230754;34.1295;0.0891776;0.166803;0.4406192;0.2344035;-0.02214895;-0.007297914;0.7761808;0.6894707;0.07795426;107.3262;0.9969631;141.3771;2066.0;0.7614551625398222;0.23854483746017788;"proton"
1.241569;58.26035;12.91852;0.07305405;61.65221;1.01688;62.55427;-0.3641492;3.386746;0.654515;44.0;568.4148;26.77841;8.19619;1.0;1.297242;-77.51149;-18.08615;0.4935411;0.1894438;2.519765;2.615993;81.84157;0.05697948;0.1106187;0.3412237;0.1114387;0.0524167;-0.0161132;1.819278;1.522622;1.068009;79.59359;-0.4818699;138.9642;2067.0;0.9275765353602899;0.0724234646397101;"proton"
0.9759919;58.21007;8.410428;1.014242;10.84932;1.053932;66.29746;-0.2234881;9.763362;0.4310119;35.0;294.365;23.74565;9.019947;1.0;0.7710372;80.76356;-80.15522;0.3239627;-0.2618847;2.282176;2.390662;73.13969;0.0627519;0.1108217;0.3057124;0.1420297;0.1161471;0.01720957;3.079677;2.90633;1.552655;113.7876;0.01814028;134.1458;2068.0;0.9831716689016815;0.016828331098318442;"proton"
0.8320454;57.13533;8.368196;-1.119145;7.908973;0.3946627;60.80462;0.8665983;0.3700394;-0.4037631;17.0;142.2593;14.62667;7.601462;1.0;0.01236718;85.57722;122.5479;-0.232007;0.1420946;1.894803;1.992764;56.64675;0.09611948;0.1818852;0.3059314;0.2309733;0.01380874;0.005699313;0.5901461;0.5274685;-0.948834;149.4706;0.5826311;188.193;2069.0;0.9508464741620252;0.049153525837974846;"proton"
0.9241904;58.7684;8.032959;0.7934187;11.20533;1.104149;63.04409;-1.099607;8.685525;0.3958223;19.0;152.6262;27.44799;5.487282;2.0;1.44652;-43.36904;62.66309;-0.3735531;-0.09825471;1.758067;2.026657;94.36195;0.1062345;0.2016551;0.2825604;0.1467003;-0.09161965;0.05167188;2.868517;2.79363;-0.7296795;76.2072;0.7453881;159.4741;2070.0;0.9821783587384756;0.017821641261524433;"proton"
0.7487198;57.95652;8.021264;0.4731693;4.411385;0.9837728;60.69649;-0.0834751;0.1936024;-0.8663687;15.0;120.319;11.90465;7.374609;1.0;0.8585189;-56.11712;-41.86599;0.07080335;0.298886;2.005625;2.289261;44.87936;0.1023276;0.203582;0.4106855;0.2850315;0.002572262;-0.02824692;0.425083;0.421586;0.2175528;70.01352;-0.9764286;114.2464;2071.0;0.10522711352361487;0.8947728864763852;"gamma"
0.837171;58.81022;8.114688;-0.2868298;8.046564;0.9523195;60.22719;0.8152058;0.3858554;-1.087925;13.0;105.4909;12.33053;6.109287;1.0;1.347738;47.33686;96.53639;0.2689245;-0.05994707;2.07213;2.836663;59.50543;0.131362;0.2480539;0.4090813;0.2923895;0.02192035;0.00201998;0.5968033;0.5342121;0.2328413;107.5177;0.9730147;51.48276;2072.0;0.8588893467707407;0.1411106532292593;"proton"
0.9412067;57.85841;9.328092;0.2013679;8.932947;0.8746842;62.12516;0.7527203;2.6786;1.029143;33.0;307.827;20.69653;10.77778;1.0;0.09142807;12.35914;142.2358;0.4322654;0.5341778;2.158103;3.076024;56.52242;0.05402978;0.1058703;0.3662463;0.1253376;0.06541401;-0.009047288;1.611655;1.506615;-1.392694;142.7718;0.1771622;143.9418;2073.0;0.9691386737673884;0.03086132623261163;"proton"
0.8869852;58.43326;7.669787;0.1746903;6.366032;1.014592;63.64345;-0.8919622;9.482263;0.7124199;13.0;99.70723;20.66311;4.811192;1.0;0.8804014;-116.2399;31.95668;0.4458766;-0.03353618;1.789897;2.566979;90.47889;0.1326075;0.2398389;0.338045;0.2671678;0.1381249;-0.03944188;2.958523;2.924786;1.148693;120.5527;-0.4096798;177.9228;2074.0;0.9703337402639047;0.0296662597360953;"proton"
0.7741866;57.38389;7.713323;2.151674;9.046879;1.556356;60.11898;0.1489948;0.3937133;0.8206583;13.0;100.2732;14.74247;5.206192;1.0;-0.3600266;-109.3706;-83.44839;0.2320014;-0.3624689;2.045987;2.240199;76.29039;0.1503511;0.2739401;0.2511419;0.212548;0.02817408;0.005871447;0.6028496;0.537116;-1.011788;137.5702;-0.5303459;189.415;2075.0;0.9406774542484758;0.05932254575152411;"proton"
0.8163087;56.84573;8.389927;-0.1590144;4.902238;0.03879244;61.0489;-0.1950875;0.401121;0.6886741;11.0;92.28919;16.39846;5.483183;1.0;-0.1891215;57.99853;9.433122;0.08032921;0.1636792;1.591181;2.62195;78.50419;0.1327285;0.2525579;0.2933319;0.2436817;-0.02547637;-0.0170262;0.6038671;0.6214292;-0.3503539;58.76064;0.9392513;30.82645;2076.0;0.44836663655071324;0.5516333634492867;"gamma"
0.9976552;57.46897;9.155072;0.4657249;17.02573;1.103584;62.30733;0.9754488;1.281575;0.155945;35.0;320.4275;20.71575;9.358715;1.0;-0.599958;-102.7231;-76.64205;-0.279771;-0.1716317;2.382524;2.227416;64.65847;0.0632269;0.1165362;0.3237537;0.1272094;-0.0383067;0.007440826;1.115777;1.015478;-1.240961;128.1641;-0.3238877;123.4452;2077.0;0.9591011462281912;0.0408988537718088;"proton"
0.8387535;57.76301;9.935111;1.243398;11.49625;1.018497;60.54919;1.272185;0.1684575;0.6551863;12.0;119.2213;18.17996;3.873656;1.0;1.558887;-2.708561;-63.13333;0.2978785;0.7301894;2.184809;1.547434;92.81019;0.1489981;0.2572265;0.4287842;0.3077275;0.01420968;0.05145772;0.3929623;0.3771555;0.03096683;63.1914;-0.9995206;155.9836;2078.0;0.13664194640293975;0.8633580535970602;"gamma"
1.079322;57.74697;15.92651;-0.0989419;95.83817;0.896995;62.22265;0.2530283;0.436726;0.8291572;29.0;461.8687;20.85718;6.562329;1.0;-1.191728;18.20164;-30.87228;-0.4846761;0.1597077;2.681324;2.619861;80.83234;0.08401355;0.1605547;0.49418;0.1956647;-0.0231682;4.209827E-4;0.6493585;0.5053198;-0.1536532;35.83848;0.9882186;116.3779;2079.0;0.4714882782314692;0.5285117217685309;"gamma"
0.9190565;59.2336;8.181975;-1.363585;4.858599;0.06869512;60.68476;0.6682207;0.6580727;0.9088143;17.0;139.0936;18.6788;6.714608;1.0;-1.392093;40.22559;-106.9401;0.07732813;0.3597589;1.932108;2.458982;75.54324;0.08084193;0.1614953;0.388224;0.1736948;-0.03362771;-0.02223921;0.7869959;0.7342909;-0.1810754;114.2554;0.9836506;42.20025;2080.0;0.833074835734938;0.166925164265062;"proton"
0.9018039;57.40566;8.110767;2.904684;10.96975;1.583167;61.31016;0.9863001;1.558782;1.429767;23.0;186.5477;24.79417;10.16896;2.0;0.3262967;105.4451;23.7966;-0.5216229;0.3963304;2.163348;2.370728;69.56869;0.09728952;0.1761703;0.2958597;0.1229774;-0.04158265;-0.01378636;1.221069;1.164251;0.1043374;108.0969;0.9945618;177.4353;2081.0;0.7428168366844522;0.2571831633155479;"proton"
0.941304;57.7066;12.00882;0.8685539;38.67277;1.207592;61.94114;4.137481;1.751345;-1.073111;23.0;276.2028;13.36253;8.877167;1.0;-1.390711;-96.28713;-37.28623;0.1076116;0.2930127;2.763959;2.45258;39.5886;0.09715063;0.1882746;0.4253024;0.2749643;-0.02027712;0.001547031;1.294295;0.9952653;1.381423;103.2544;0.188243;103.3913;2082.0;0.9154415109879054;0.08455848901209455;"proton"
0.9304803;59.27003;8.185647;-1.484321;5.676132;-0.2376316;60.42763;0.7777258;0.4380926;0.8100033;16.0;130.9703;24.29702;4.562415;2.0;1.441832;30.53096;132.5077;-0.03702869;-0.5362077;2.07612;2.549934;95.79361;0.08755065;0.1708031;0.4419128;0.1651338;-0.0212392;-0.008595663;0.640868;0.5589656;0.0974921;135.9796;0.9952514;231.5061;2083.0;0.8013920903150908;0.19860790968490905;"proton"
0.7880885;57.49146;7.948022;-0.6003679;4.333517;0.6866832;60.85418;2.223475;0.3680498;0.6704269;18.0;143.0644;17.24958;8.692688;1.0;0.0547157;-19.50232;84.93098;0.03980359;-0.2256711;1.774143;2.038514;58.50575;0.08440872;0.1638954;0.381722;0.1465905;0.01616644;0.005179945;0.5895783;0.5903658;1.399799;87.14133;-0.1701649;112.9231;2084.0;0.8712494896313875;0.12875051036861251;"proton"
0.8846894;56.77149;7.753483;5.217304;6.277963;1.936626;60.58232;1.227384;0.2432239;0.6984926;12.0;93.04179;15.49247;7.214577;1.0;-0.1038153;-46.18864;-10.10939;0.5305313;-0.09265761;1.928002;2.833016;63.01738;0.1568972;0.2544185;0.4060243;0.2483465;0.007202332;0.01777526;0.4721814;0.4693423;-0.3192893;47.28203;-0.9494588;108.9255;2085.0;0.7195345108449509;0.28046548915504904;"proton"
